INSTNM,HIGHDEG,CONTROL,ADM_RATE,UGDS
Hohokus School of Trade and Technical Sciences,1,3,NULL,183
Georgian Court University,4,2,0.6806,1423
Rowan University,4,1,0.7862,11692
Rowan College of South Jersey Gloucester Campus,2,1,NULL,6310
Empire Beauty School-Cherry Hill,1,3,NULL,111
Harris School of Business-Cherry Hill Campus,1,3,NULL,389
Eastwick College-Ramsey,2,3,0.3103,865
Holy Name Medical Center-Sister Claire Tynan School of Nursing,1,2,0,147
Hudson County Community College,2,1,NULL,8707
New Jersey City University,4,1,0.7659,6163
Joe Kubert School of Cartoon and Graphic Art,1,3,0.9577,99
Kean University,4,1,0.7036,11938
Harris School of Business-Voorhees Campus,1,3,NULL,443
Lincoln Technical Institute-Union,1,3,NULL,1211
Rizzieri Aveda School for Beauty and Wellness,1,3,NULL,253
Mercer County Community College,2,1,NULL,7132
Middlesex College,2,1,NULL,11033
Monmouth University,4,2,0.7419,4584
Montclair State University,4,1,0.6683,15676
HackensackUMC Mountainside School of Nursing,1,3,NULL,110
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,1,2,1,85
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,1,2,0.6667,395
Eastwick College-Nutley,1,3,0.4614,321
Empire Beauty School-Jersey City,1,3,NULL,58
New Brunswick Theological Seminary,4,2,NULL,NULL
Robert Fiance Beauty Schools-West New York,1,3,NULL,255
New Jersey Institute of Technology,4,1,0.6339,6748
Ocean County College,2,1,NULL,8086
P B Cosmetology Education Center,1,3,NULL,171
Parisian Beauty School,1,3,NULL,369
Passaic County Community College,2,1,NULL,8479
Pennco Tech-Blackwood,1,3,NULL,601
Princeton Theological Seminary,4,2,NULL,NULL
Princeton University,4,2,0.0744,5258
Rabbinical College of America,3,2,0.8537,206
Ramapo College of New Jersey,4,1,0.5332,5447
Robert Fiance Beauty Schools,1,3,NULL,233
Rider University,4,2,0.7091,4188
Roman Academy of Beauty Culture,1,3,NULL,46
Rutgers University-Camden,4,1,0.6038,4801
Rutgers University-New Brunswick,4,1,0.605,34094
Rutgers University-Newark,4,1,0.6275,6841
St Francis Medical Center-School of Radiologic Technology,1,2,NULL,14
Saint Francis Medical Center School of Nursing,1,2,NULL,52
Saint Peter's University,4,2,0.569,2409
Salem Community College,2,1,NULL,1064
Seton Hall University,4,2,0.7554,5609
Shore Beauty School,1,3,NULL,131
Saint Elizabeth University,4,2,0.5759,862
Raritan Valley Community College,2,1,NULL,6579
Stevens Institute of Technology,4,2,0.4378,2842
Stockton University,4,1,0.6475,7676
Talmudical Academy-New Jersey,3,2,1,69
Aviation Institute of Maintenance-Teterboro,1,3,NULL,160
Thomas Edison State University,4,1,NULL,20143
The College of New Jersey,4,1,0.4897,6407
Sanford-Brown Institute-Iselin,1,3,NULL,521
Union County College,2,1,NULL,11234
William Paterson University of New Jersey,4,1,0.7458,9508
Olympian Academy of Cosmetology,1,3,NULL,986
Central New Mexico Community College,2,1,NULL,22767
Navajo Technical University,3,1,NULL,2031
De Wolff College Hair Styling and Cosmetology,1,3,NULL,80
New Mexico State University-Dona Ana,2,1,NULL,6212
Clovis Community College,2,1,NULL,2028
Eastern New Mexico University-Main Campus,4,1,0.6306,3731
Eastern New Mexico University-Roswell Campus,2,1,NULL,1847
Institute of American Indian and Alaska Native Culture and Arts Development,3,1,1,235
New Mexico Highlands University,4,1,NULL,2140
New Mexico Junior College,2,1,NULL,1885
New Mexico Military Institute,2,1,0.3989,459
University of New Mexico-Gallup Campus,2,1,NULL,1984
New Mexico Institute of Mining and Technology,4,1,0.3639,1525
University of New Mexico-Los Alamos Campus,2,1,NULL,640
University of New Mexico-Main Campus,4,1,0.4538,20261
New Mexico State University-Alamogordo,2,1,NULL,1073
New Mexico State University-Carlsbad,2,1,NULL,742
New Mexico State University-Grants,2,1,NULL,403
New Mexico State University-Main Campus,4,1,0.696,12171
University of New Mexico-Valencia County Campus,2,1,NULL,1732
Northern New Mexico College,4,1,NULL,947
San Juan College,2,1,NULL,5925
Santa Fe Community College,2,1,NULL,3729
Santa Fe University of Art and Design,3,3,1,839
University of the Southwest,4,2,NULL,366
Southwestern College,4,2,NULL,NULL
Southwestern Indian Polytechnic Institute,2,1,NULL,475
University of New Mexico-Taos Campus,2,1,NULL,910
Mesalands Community College,2,1,NULL,744
Vogue College of Cosmetology-Santa Fe,1,3,NULL,72
Western New Mexico University,4,1,NULL,2105
Vaughn College of Aeronautics and Technology,4,2,0.7478,1605
Adelphi University,4,2,0.7242,5036
SUNY Adirondack,2,1,NULL,3535
Globe Institute of Technology,3,3,NULL,490
Bryant & Stratton College-Albany,3,3,NULL,480
Albany College of Pharmacy and Health Sciences,4,2,0.674,1076
Albany Law School,4,2,NULL,NULL
Albany Medical College,4,2,NULL,NULL
Alfred University,4,2,0.6944,1842
Allen School-Brooklyn,1,3,NULL,476
The Ailey School,1,2,0.5333,96
American Academy of Dramatic Arts-New York,2,2,0.6341,253
American Academy McAllister Institute of Funeral Service,2,2,NULL,424
Joffrey Ballet School,1,3,0.6983,262
American Musical and Dramatic Academy,3,2,0.2308,1735
Apex Technical School,1,3,NULL,1259
Arnot Ogden Medical Center,1,2,0.7143,70
Associated Beth Rivkah Schools,1,2,0.9744,147
Austin's School of Spa Technology,1,3,NULL,283
Bank Street College of Education,4,2,NULL,NULL
Bard College,4,2,0.4461,2021
Barnard College,3,2,0.2377,2556
Berk Trade and Business School,1,3,NULL,243
Berkeley College-New York,3,3,NULL,4388
Beth Hatalmud Rabbinical College,3,2,1,29
Beth Hamedrash Shaarei Yosher Institute,3,2,1,42
Phillips School of Nursing at Mount Sinai Beth Israel,2,2,0.1818,278
Brittany Beauty Academy,1,3,NULL,129
Boricua College,4,2,NULL,1104
Bramson ORT College,2,2,NULL,560
Briarcliffe College,3,3,NULL,1719
Brittany Beauty Academy,1,3,NULL,140
American Beauty School,1,3,NULL,201
Brooklyn Law School,4,2,NULL,NULL
SUNY Broome Community College,2,1,NULL,5556
Bryant & Stratton College-Amherst,3,3,NULL,340
Bryant & Stratton College-Syracuse North,3,3,NULL,466
Bryant & Stratton College-Syracuse,2,3,NULL,503
Bryant & Stratton College-Buffalo,3,3,NULL,671
Bryant & Stratton College-Greece,2,3,NULL,401
Business Informatics Center Inc,2,3,NULL,24
Canisius College,4,2,0.8023,2736
Capri Cosmetology Learning Centers,1,3,NULL,223
St Paul's School of Nursing-Queens,2,3,NULL,504
Cayuga County Community College,2,1,NULL,2720
Cazenovia College,3,2,0.762,1067
Central Yeshiva Tomchei Tmimim Lubavitz,4,2,1,613
Cheryl Fells School of Business,1,3,NULL,72
Christ the King Seminary,4,2,NULL,NULL
Christine Valmy International School for Esthetics Skin Care & Makeup,1,3,NULL,278
Circle in the Square Theatre School,1,2,0.8723,69
Clarkson University,4,2,0.6214,3130
Clinton Community College,2,1,NULL,1220
Cochran School of Nursing,2,2,NULL,93
Colgate Rochester Crozer Divinity School,4,2,NULL,NULL
Colgate University,4,2,0.2624,2865
Metropolitan College of New York,4,2,0.5259,897
Columbia University in the City of New York,4,2,0.0695,8100
Columbia-Greene Community College,2,1,NULL,1462
Empire Beauty School-Queens,1,3,NULL,131
Concordia College,4,2,0.7477,886
Continental School of Beauty Culture-Buffalo,1,3,NULL,125
Continental School of Beauty Culture-Batavia,1,3,NULL,41
Continental School of Beauty Culture-Rochester,1,3,NULL,317
Cooper Union for the Advancement of Science and Art,4,2,0.1506,852
Cornell University,4,2,0.1419,14195
Weill Medical College of Cornell University,4,2,NULL,NULL
SUNY Corning Community College,2,1,NULL,2807
Pomeroy College of Nursing at Crouse Hospital,2,2,0.2542,345
Culinary Institute of America,3,2,0.6369,2778
CUNY Bernard M Baruch College,4,1,0.279,14420
CUNY Borough of Manhattan Community College,2,1,NULL,25849
CUNY Bronx Community College,2,1,NULL,10685
CUNY Brooklyn College,4,1,0.3533,12925
College of Staten Island CUNY,4,1,0.9427,12944
CUNY City College,4,1,0.3806,12175
CUNY Graduate School and University Center,4,1,NULL,1297
CUNY Hostos Community College,2,1,NULL,6389
CUNY Hunter College,4,1,0.3467,15778
CUNY John Jay College of Criminal Justice,4,1,0.3731,12758
CUNY Kingsborough Community College,2,1,NULL,13625
CUNY LaGuardia Community College,2,1,NULL,17069
CUNY Lehman College,4,1,0.2891,9417
CUNY Medgar Evers College,3,1,0.9194,6241
CUNY New York City College of Technology,3,1,0.7278,16354
CUNY Queens College,4,1,0.3982,14842
CUNY Queensborough Community College,2,1,NULL,14197
CUNY School of Law,4,1,NULL,NULL
CUNY York College,4,1,0.3713,7245
CVPH Medical Center School of Radiologic Technology,1,2,NULL,23
D'Youville College,4,2,0.6879,1796
Daemen College,4,2,0.549,1965
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,3,2,1,38
Dominican College of Blauvelt,4,2,0.6281,1483
Dowling College,4,2,0.7836,1281
Dutchess Community College,2,1,NULL,6885
Belanger School of Nursing,2,2,0.4167,127
Elmira Business Institute,2,3,NULL,400
Elmira College,4,2,0.8221,1318
Erie Community College,2,1,NULL,10624
Fashion Institute of Technology,4,1,0.4428,8260
Finger Lakes Community College,2,1,NULL,4250
Five Towns College,4,3,0.5612,637
Fordham University,4,2,0.4812,8485
The International Culinary Center,1,3,NULL,452
Fulton-Montgomery Community College,2,1,NULL,2008
Gemological Institute of America-New York,1,2,NULL,202
The General Theological Seminary,4,2,NULL,NULL
Genesee Community College,2,1,NULL,4032
Brittany Beauty Academy,1,3,NULL,100
Hamilton College,3,2,0.2635,1890
Hartwick College,3,2,0.8956,1528
Helene Fuld College of Nursing,3,2,NULL,443
Herkimer County Community College,2,1,NULL,2242
Hilbert College,4,2,0.8063,932
Hobart William Smith Colleges,4,2,0.4753,2344
Hofstra University,4,2,0.6161,6803
Houghton College,4,2,0.9381,1010
Hudson Valley Community College,2,1,NULL,8582
Hunter Business School,1,3,NULL,1005
Institute of Design and Construction,2,2,NULL,65
Institute of Audio Research,1,3,NULL,473
Iona College,4,2,0.867,3052
Isabella Graham Hart School of Practical Nursing,1,2,NULL,45
Island Drafting and Technical Institute,2,3,NULL,110
Ithaca College,4,2,0.5911,6087
Jamestown Community College,2,1,NULL,3187
Jamestown Business College,3,3,0.9375,318
Jefferson Community College,2,1,NULL,3009
Jewish Theological Seminary of America,4,2,0.6186,156
The Juilliard School,4,2,0.0843,509
SBI Campus-An Affiliate of Sanford-Brown,2,3,NULL,240
Kehilath Yakov Rabbinical Seminary,3,2,NULL,125
Keuka College,4,2,0.8286,1805
LIM College,4,3,0.7421,1548
Le Moyne College,4,2,0.6595,2728
LIU Brooklyn,4,2,0.8633,4755
Long Island University,4,2,0.8302,3774
Long Island Beauty School-Hempstead,1,3,NULL,127
Long Island Business Institute,2,3,NULL,376
LIU Hudson at Rockland,4,2,NULL,NULL
LIU Brentwood,4,2,NULL,15
Machzikei Hadath Rabbinical College,3,2,1,147
Mandl School-The College of Allied Health,2,3,NULL,707
Manhattan College,4,2,0.6654,3471
Manhattan School of Music,4,2,0.4482,389
Manhattanville College,4,2,0.7386,1754
Maria College of Albany,3,2,0.35,849
Marion S Whelan School of Nursing of Geneva General Hospital,1,2,1,29
Marist College,4,2,0.3851,5240
MarJon School of Beauty ltd-Tonawanda,1,3,NULL,64
Marymount Manhattan College,3,2,0.735,1831
Medaille College,4,2,0.619,1914
St. Peter's Hospital College of Nursing,2,2,1,131
Memorial Hospital School of Radiation Therapy Technology,1,2,NULL,15
Mercy College,4,2,0.7189,6402
Mesivta Torah Vodaath Rabbinical Seminary,4,2,0.7,276
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,4,2,1,33
Mesivtha Tifereth Jerusalem of America,4,2,0.931,46
Southern Westchester BOCES-Practical Nursing Program,1,1,0.2891,165
Midway Paris Beauty School,1,3,NULL,108
Mildred Elley School-Albany Campus,2,3,NULL,603
Mirrer Yeshiva Cent Institute,4,2,0.9556,135
Modern Welding School,1,3,NULL,88
Mohawk Valley Community College,2,1,NULL,5153
Molloy College,4,2,0.754,3293
Monroe College,4,3,0.4027,6181
Monroe Community College,2,1,NULL,13982
Mount Saint Mary College,4,2,0.8862,2096
College of Mount Saint Vincent,4,2,0.9521,1671
Icahn School of Medicine at Mount Sinai,4,2,NULL,NULL
Nassau Community College,2,1,NULL,20218
Nazareth College,4,2,0.7049,2017
Neighborhood Playhouse School of the Theater,1,2,0.6429,80
The College of New Rochelle,4,2,0.3853,3075
The New School,4,2,0.659,6695
The New School Center for Media,1,3,NULL,65
Northeast College of Health Sciences,4,2,NULL,NULL
Star Career Academy-New York,1,3,NULL,723
New York Law School,4,2,NULL,NULL
New York Medical College,4,2,NULL,NULL
New York School for Medical and Dental Assistants,1,3,NULL,264
New York Theological Seminary,4,2,NULL,NULL
New York University,4,2,0.3545,24539
Niagara County Community College,2,1,NULL,5118
Niagara University,4,2,0.6586,3130
Empire Beauty School-Peekskill,1,3,NULL,31
North Country Community College,2,1,NULL,1042
New York College of Podiatric Medicine,4,2,NULL,NULL
New York Institute of Technology,4,2,0.6403,4160
New York School of Interior Design,4,2,0.4551,353
Nyack College,4,2,0.9936,1695
Ohr Hameir Theological Seminary,3,2,1,96
Onondaga Community College,2,1,NULL,8390
Orange County Community College,2,1,NULL,5413
Otsego Area BOCES-Practical Nursing Program,1,1,NULL,39
Pace University,4,2,0.8499,8163
Paul Smiths College of Arts and Science,3,2,0.9843,891
Continental School of Beauty Culture-West Seneca,1,3,NULL,95
Plaza College,3,3,0.3019,716
Davis College,3,2,0.4779,252
Pratt Institute-Main,4,2,0.5299,3232
Professional Business College,2,2,NULL,0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,4,2,1,155
Rabbinical College Bobover Yeshiva Bnei Zion,4,2,NULL,273
Rabbinical College of Ch'san Sofer New York,4,2,0.7059,34
Rabbinical College Beth Shraga,3,2,1,41
Rabbinical College of Long Island,3,2,NULL,115
Rabbinical Seminary of America,4,2,0.95,282
Rensselaer Polytechnic Institute,4,2,0.375,5557
Ridley-Lowell Business & Technical Institute-Binghamton,1,3,NULL,146
Roberts Wesleyan College,4,2,0.6875,1335
Everest Institute-Rochester,2,3,NULL,545
Rochester Institute of Technology,4,2,0.5747,12635
University of Rochester,4,2,0.3641,6074
Rockefeller University,4,2,NULL,NULL
Rockland Community College,2,1,NULL,6341
Empire Beauty School-Manhattan,1,3,NULL,585
Russell Sage College,4,2,0.5481,1657
St Bernard's School of Theology and Ministry,4,2,NULL,NULL
St Bonaventure University,4,2,0.7043,1735
St Francis College,4,2,0.7704,2661
St. Joseph's College of Nursing,2,2,0.7,317
St Lawrence University,4,2,0.4764,2282
The College of Saint Rose,4,2,0.7629,2614
St. Thomas Aquinas College,4,2,0.8082,1206
Samaritan Hospital School of Nursing,2,2,1,164
Sarah Lawrence College,4,2,0.5314,1366
Schenectady County Community College,2,1,NULL,3802
Sh'or Yoshuv Rabbinical College,4,2,0.8667,95
Siena College,4,2,0.6586,3085
Skidmore College,4,2,0.3734,2612
St. Joseph's College-New York,4,2,0.7073,3985
Saint Vladimirs Orthodox Theological Seminary,4,2,NULL,NULL
Spanish-American Institute,0,2,NULL,0
Saint Elizabeth College of Nursing,2,2,0.6207,209
Saint John Fisher College,4,2,0.6791,2834
St Paul's School of Nursing-Staten Island,2,3,NULL,694
St James Mercy Hospital School of Radiologic Science,1,2,NULL,10
St. John's University-New York,4,2,0.6252,10878
New York Career Institute,2,3,NULL,518
Branford Hall Career Institute-Bohemia Campus,1,3,NULL,682
Sullivan County Community College,2,1,NULL,1146
SUNY College of Technology at Alfred,3,1,0.5424,3607
SUNY College of Technology at Canton,3,1,0.8067,3140
SUNY College of Technology at Delhi,3,1,0.6819,3407
SUNY College of Agriculture and Technology at Cobleskill,3,1,0.7334,2512
Farmingdale State College,3,1,0.4665,7768
SUNY Morrisville,3,1,0.5619,2728
SUNY at Albany,4,1,0.5584,12659
Binghamton University,4,1,0.4406,13372
University at Buffalo,4,1,0.5781,19488
Stony Brook University,4,1,0.4134,16170
SUNY College of Environmental Science and Forestry,4,1,0.5113,1718
SUNY Polytechnic Institute,4,1,0.561,1890
SUNY Brockport,4,1,0.4895,6951
SUNY Buffalo State,4,1,0.6155,9185
SUNY Cortland,4,1,0.4896,6311
SUNY at Fredonia,4,1,0.5322,4900
SUNY College at Geneseo,4,1,0.5913,5497
State University of New York at New Paltz,4,1,0.4193,6464
SUNY Oneonta,4,1,0.4988,5803
SUNY College at Oswego,4,1,0.4837,7102
SUNY College at Potsdam,4,1,0.6758,3669
SUNY at Purchase College,4,1,0.4082,3925
SUNY College of Optometry,4,1,NULL,NULL
SUNY College at Old Westbury,4,1,0.6235,4173
SUNY College at Plattsburgh,4,1,0.4786,5430
SUNY Downstate Health Sciences University,4,1,NULL,338
SUNY Empire State College,4,1,0.8112,9949
SUNY Maritime College,4,1,0.5265,1624
Upstate Medical University,4,1,NULL,232
Swedish Institute a College of Health Sciences,2,3,NULL,792
Syracuse University,4,2,0.5323,14768
Talmudical Seminary Oholei Torah,3,2,1,330
Talmudical Institute of Upstate New York,3,2,1,13
Teachers College at Columbia University,4,2,NULL,NULL
Technical Career Institutes,2,3,NULL,2761
Tompkins Cortland Community College,2,1,NULL,2859
Torah Temimah Talmudical Seminary,3,2,1,102
Touro College,4,2,0.2978,5870
Trocaire College,3,2,0.5795,1336
Excelsior College,4,2,NULL,38426
Ulster County Community College,2,1,NULL,2125
Sanford-Brown Institute-New York,1,3,NULL,1226
Union College,3,2,0.4112,2204
Union Theological Seminary in the City of New York,4,2,NULL,NULL
United Talmudical Seminary,3,2,NULL,2096
United States Merchant Marine Academy,4,1,NULL,939
United States Military Academy,3,1,0.0947,4414
Utica College,4,2,0.8153,2857
Utica School of Commerce,2,3,NULL,282
Vassar College,3,2,0.2354,2389
Villa Maria College,3,2,0.7984,469
School of Visual Arts,4,3,0.7677,3577
Wagner College,4,2,0.7218,1813
Webb Institute,3,2,0.3299,90
Wells College,3,2,0.5659,525
The College of Westchester,3,3,0.7935,1008
SUNY Westchester Community College,2,1,NULL,12257
Westchester School of Beauty Culture,1,3,NULL,87
Wood Tobe-Coburn School,2,3,0.9176,411
Word of Life Bible Institute,1,2,NULL,569
Yeshiva Karlin Stolin,3,2,1,113
Yeshivat Mikdash Melech,4,2,1,131
Yeshiva Derech Chaim,4,2,1,104
Yeshiva of Nitra Rabbinical College,4,2,NULL,243
Yeshiva Shaar Hatorah,3,2,0.8333,56
Yeshiva University,4,2,0.818,2814
Yeshivath Viznitz,4,2,1,498
Yeshivath Zichron Moshe,4,2,1,163
College of the Albemarle,2,1,NULL,1955
The Art Institute of Charlotte,3,3,NULL,1129
South Piedmont Community College,2,1,NULL,1784
Appalachian State University,4,1,0.6266,16116
Asheville-Buncombe Technical Community College,2,1,NULL,5861
Barton College,4,2,0.3846,998
Beaufort County Community College,2,1,NULL,1525
Belmont Abbey College,3,2,0.6923,1545
Bennett College,3,2,0.9179,553
Bladen Community College,2,1,NULL,1130
Blue Ridge Community College,2,1,NULL,1812
Brevard College,3,2,0.4321,696
Brookstone College-Charlotte,1,3,NULL,115
Brunswick Community College,2,1,NULL,1449
Cabarrus College of Health Sciences,3,2,0.8913,434
Caldwell Community College and Technical Institute,2,1,NULL,3782
Campbell University,4,2,0.6806,4228
Cape Fear Community College,2,1,NULL,8390
Carolina School of Broadcasting,1,3,0.9412,48
Carteret Community College,2,1,NULL,1517
Catawba College,4,2,0.359,1274
Catawba Valley Community College,2,1,NULL,3853
South College-Asheville,3,3,NULL,283
Central Carolina Community College,2,1,NULL,3861
Central Piedmont Community College,2,1,NULL,18596
Chowan University,3,2,0.5981,1478
Cleveland Community College,2,1,NULL,2137
Coastal Carolina Community College,2,1,NULL,4122
Craven Community College,2,1,NULL,2857
Davidson-Davie Community College,2,1,NULL,3478
Davidson College,3,2,0.2167,1765
Duke University,4,2,0.1141,6480
Durham Technical Community College,2,1,NULL,4769
East Carolina University,4,1,0.7728,21207
Edgecombe Community College,2,1,NULL,2274
Elizabeth City State University,4,1,0.49,1763
Elon University,4,2,0.5393,5782
Fayetteville Beauty College,1,3,NULL,68
Fayetteville Technical Community College,2,1,NULL,10598
Fayetteville State University,4,1,0.5032,4862
Forsyth Technical Community College,2,1,NULL,8325
Gardner-Webb University,4,2,0.6712,2688
Gaston College,2,1,NULL,5501
Greensboro College,4,2,0.7311,741
Guilford College,3,2,0.6218,1998
Guilford Technical Community College,2,1,NULL,11813
Halifax Community College,2,1,NULL,1066
Haywood Community College,2,1,NULL,1859
Heritage Bible College,3,2,NULL,68
High Point University,4,2,0.8019,4197
Isothermal Community College,2,1,NULL,1423
James Sprunt Community College,2,1,NULL,833
John Wesley University,4,2,0.8308,148
Johnson C Smith University,3,2,0.4225,1375
Johnston Community College,2,1,NULL,3184
Lees-McRae College,3,2,0.6196,934
Lenoir Community College,2,1,NULL,2154
Lenoir-Rhyne University,4,2,0.658,1377
Leons Beauty School Inc,1,3,NULL,124
Livingstone College,3,2,0.6425,1301
Louisburg College,2,2,0.421,697
Mars Hill University,4,2,0.6209,1396
Martin Community College,2,1,NULL,477
Mayland Community College,2,1,NULL,650
McDowell Technical Community College,2,1,NULL,693
Mercy School of Nursing,1,1,1,130
Meredith College,4,2,0.6127,1618
Methodist University,4,2,0.5594,2171
Miller-Motte College-Wilmington,3,3,NULL,3463
Mitchell Community College,2,1,NULL,2453
Mitchells Academy,1,3,NULL,27
Regina's College of Beauty-Monroe,1,3,NULL,45
Montgomery Community College,2,1,NULL,604
Montreat College,4,2,0.4606,647
University of Mount Olive,3,2,0.4685,3258
College of Wilmington,1,3,NULL,224
Nash Community College,2,1,NULL,2823
North Carolina A & T State University,4,1,0.57,8894
University of North Carolina at Asheville,4,1,0.7314,3425
University of North Carolina at Chapel Hill,4,1,0.285,17908
University of North Carolina at Charlotte,4,1,0.6409,22120
University of North Carolina at Greensboro,4,1,0.6073,14497
North Carolina Central University,4,1,0.4322,5554
University of North Carolina School of the Arts,4,1,0.432,852
North Carolina State University at Raleigh,4,1,0.516,22925
North Carolina Wesleyan College,3,2,0.5326,1864
University of North Carolina Wilmington,4,1,0.5855,12686
Pamlico Community College,2,1,NULL,335
William Peace University,3,2,0.6291,1077
University of North Carolina at Pembroke,4,1,0.7326,5303
Pfeiffer University,4,2,0.4723,951
Piedmont International University,4,2,0.4607,190
Piedmont Community College,2,1,NULL,1167
Pitt Community College,2,1,NULL,7895
Queens University of Charlotte,4,2,0.7845,1621
Randolph Community College,2,1,NULL,2590
Richmond Community College,2,1,NULL,1948
Mid-Atlantic Christian University,3,2,0.3789,195
Roanoke-Chowan Community College,2,1,NULL,721
Robeson Community College,2,1,NULL,1907
Rockingham Community College,2,1,NULL,1552
Rowan-Cabarrus Community College,2,1,NULL,5536
Saint Augustine's University,3,2,0.7403,1016
Salem College,4,2,0.5985,946
Sampson Community College,2,1,NULL,1206
Sandhills Community College,2,1,NULL,3154
Shaw University,4,2,0.5935,1661
Sherrill's University of Barber & Cosmetology,1,3,NULL,79
Paul Mitchell the School-Fayetteville,1,3,NULL,218
St. Andrews University,4,2,0.5713,601
Empire Beauty School-Matthews,1,3,NULL,77
Southeastern Community College,2,1,NULL,1010
Southwestern Community College,2,1,NULL,1907
Stanly Community College,2,1,NULL,2080
Southeastern Baptist Theological Seminary,4,2,0.746,502
Surry Community College,2,1,NULL,2318
Alamance Community College,2,1,NULL,3703
Tri-County Community College,2,1,NULL,814
Vance-Granville Community College,2,1,NULL,3062
Wake Forest University,4,2,0.3441,4861
Wake Technical Community College,2,1,NULL,19942
Warren Wilson College,4,2,0.7177,819
Watts School of Nursing,1,2,NULL,138
Wayne Community College,2,1,NULL,2773
Western Piedmont Community College,2,1,NULL,1772
Wilkes Community College,2,1,NULL,1983
Wilson Community College,2,1,NULL,1307
Wingate University,4,2,0.7506,1941
Carolina Christian College,4,2,NULL,36
Winston Salem Barber School,1,3,NULL,44
Winston-Salem State University,4,1,0.6016,4743
Western Carolina University,4,1,0.4311,8603
Rasmussen University-North Dakota,3,3,NULL,768
Bismarck State College,3,1,NULL,3212
Dickinson State University,3,1,0.6103,1231
Nueta Hidatsa Sahnish College,3,1,NULL,137
Josef's School of Hair Skin & Body-Grand Forks,1,3,NULL,51
Headquarters Academy of Hair Design Inc,1,3,NULL,51
University of Jamestown,4,2,0.6436,866
Josef's School of Hair Design Inc-Fargo Downtown,1,3,NULL,49
Lake Region State College,2,1,NULL,662
Cankdeska Cikana Community College,2,1,NULL,145
University of Mary,4,2,0.7865,1928
Mayville State University,3,1,NULL,784
Minot State University,4,1,0.5768,2570
Moler Barber College,1,3,NULL,12
University of North Dakota,4,1,0.86,10978
North Dakota State College of Science,2,1,NULL,2067
Dakota College at Bottineau,2,1,NULL,465
North Dakota State University-Main Campus,4,1,0.8274,11763
Williston State College,2,1,NULL,575
JZ Trend Academy Paul Mitchell Partner School,1,3,NULL,49
Sitting Bull College,3,1,NULL,246
Trinity Bible College and Graduate School,3,2,0.3645,212
Turtle Mountain Community College,3,2,NULL,457
United Tribes Technical College,3,2,NULL,434
Valley City State University,4,1,0.9027,952
ETI Technical College,2,3,NULL,152
The Art Institute of Cincinnati-AIC College of Design,2,3,0.7391,36
Miami-Jacobs Career College-Independence,2,3,NULL,193
Air Force Institute of Technology-Graduate School of Engineering & Management,4,1,NULL,NULL
Herzing University-Akron,3,3,1,315
University of Akron Main Campus,4,1,0.9571,18148
Akron School of Practical Nursing,1,1,0.4063,47
University of Akron Wayne College,2,1,NULL,1233
Allegheny Wesleyan College,3,2,NULL,53
Antonelli College-Cincinnati,2,3,NULL,173
Apollo Career Center,1,1,NULL,365
Art Academy of Cincinnati,4,2,0.2434,201
Ashland County-West Holmes Career Center,1,1,NULL,53
Ashland University,4,2,0.7257,3227
Ashtabula County Technical and Career Campus,1,1,NULL,130
Athenaeum of Ohio,4,2,NULL,66
Auburn Career Center,1,1,NULL,167
Aultman College of Nursing and Health Sciences,2,2,0.75,356
Baldwin Wallace University,4,2,0.6397,3276
Belmont College,2,1,NULL,985
Bluffton University,4,2,0.5603,896
Fortis College-Ravenna,2,3,NULL,269
Bowling Green State University-Firelands,2,1,NULL,1573
Bowling Green State University-Main Campus,4,1,0.5337,13697
Bryant & Stratton College-Parma,3,3,NULL,541
Buckeye Hills Career Center,1,1,NULL,159
Butler Technology and Career Development Schools,1,1,0.821,370
Canton City Schools Adult Career and Technical Education,1,1,1,104
Capital University,4,2,0.7274,2636
Valley Beauty School,1,3,NULL,22
Carousel Beauty College-Middletown,1,3,NULL,24
Carousel Beauty College-Dayton,1,3,NULL,28
Carousel of Miami Valley Beauty College,1,3,NULL,37
Case Western Reserve University,4,2,0.3831,4807
Cedarville University,4,2,0.7449,3082
Central Ohio Technical College,2,1,NULL,3068
Central School of Practical Nursing,1,2,NULL,118
Central State University,4,1,0.3772,1728
Chatfield College,2,2,NULL,318
Choffin Career  and Technical Center,1,1,NULL,160
The Christ College of Nursing and Health Sciences,2,2,0.7568,712
Cincinnati Christian University,4,2,0.5851,602
Cincinnati College of Mortuary Science,3,2,NULL,85
University of Cincinnati-Main Campus,4,1,0.7578,23795
Cincinnati State Technical and Community College,2,1,NULL,8965
University of Cincinnati-Clermont College,4,1,NULL,2816
University of Cincinnati-Blue Ash College,4,1,NULL,4790
Ohio Christian University,4,2,0.654,3306
Clark State College,2,1,NULL,4844
Scott College of Cosmetology,1,3,NULL,77
Cleveland Institute of Art,3,2,0.6699,551
Cleveland Institute of Dental-Medical Assistants-Cleveland,1,3,NULL,89
Cleveland Institute of Music,4,2,0.4389,236
Cleveland State University,4,1,0.8421,11308
Columbiana County Career and Technical Center,1,1,NULL,135
Bradford School,2,3,NULL,443
Columbus College of Art and Design,4,2,0.8864,1193
